Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-07-28,Thu,Europa Lg,Third qualifying round,Away,L 1–2,eng West Ham,si NK Domžale,Y,FW,90,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0,0,0,Match Report
2016-2017,2016-08-04,Thu,Europa Lg,Third qualifying round,Home,W 3–0,eng West Ham,si NK Domžale,Y,FW,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-15,Mon,Premier League,Matchweek 1,Away,L 1–2,West Ham,Chelsea,Y,FW,90,0,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,0,Match Report
2016-2017,2016-08-18,Thu,Europa Lg,Play-off Round,Away,D 1–1,eng West Ham,ro Astra Giurgiu,N,,28,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-03,Sat,Premier League,Matchweek 14,Home,L 1–5,West Ham,Arsenal,N,,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-11,Sun,Premier League,Matchweek 15,Away,D 2–2,West Ham,Liverpool,N,,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-14,Wed,Premier League,Matchweek 16,Home,W 1–0,West Ham,Burnley,Y,FW,82,0,0,0,0,6,2,0,0,2,2,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-17,Sat,Premier League,Matchweek 17,Home,W 1–0,West Ham,Hull City,Y,FW,90,0,0,0,0,3,0,0,0,2,2,1,0,0,1,0,0,0,Match Report
2016-2017,2016-12-26,Mon,Premier League,Matchweek 18,Away,W 4–1,West Ham,Swansea City,Y,FW,89,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,Match Report
2016-2017,2016-12-31,Sat,Premier League,Matchweek 19,Away,L 0–1,West Ham,Leicester City,Y,FW,90,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,Match Report
2016-2017,2017-01-02,Mon,Premier League,Matchweek 20,Home,L 0–2,West Ham,Manchester Utd,N,,22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Match Report
2016-2017,2017-01-06,Fri,FA Cup,Third round,Home,L 0–5,West Ham,Manchester City,Y,,57,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-01-14,Sat,Premier League,Matchweek 21,Home,W 3–0,West Ham,Crystal Palace,Y,FW,90,1,0,0,0,6,1,1,0,4,4,1,0,0,0,0,0,0,Match Report
2016-2017,2017-01-21,Sat,Premier League,Matchweek 22,Away,W 3–1,West Ham,Middlesbrough,Y,FW,66,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,Match Report
2016-2017,2017-02-01,Wed,Premier League,Matchweek 23,Home,L 0–4,West Ham,Manchester City,Y,FW,78,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,Match Report
2016-2017,2017-02-04,Sat,Premier League,Matchweek 24,Away,W 3–1,West Ham,Southampton,Y,FW,55,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,Match Report
2016-2017,2017-03-06,Mon,Premier League,Matchweek 27,Home,L 1–2,West Ham,Chelsea,Y,FW,90,0,0,0,0,2,0,0,0,0,2,0,1,0,2,0,0,0,Match Report
2016-2017,2017-03-11,Sat,Premier League,Matchweek 28,Away,L 2–3,West Ham,Bournemouth,Y,FW,90,0,0,0,0,1,1,0,0,4,2,0,1,0,0,0,0,0,Match Report
2016-2017,2017-03-18,Sat,Premier League,Matchweek 29,Home,L 2–3,West Ham,Leicester City,Y,FW,90,0,1,0,0,5,3,0,0,1,0,2,2,0,0,0,0,0,Match Report
2016-2017,2017-04-01,Sat,Premier League,Matchweek 30,Away,L 1–2,West Ham,Hull City,Y*,FW,90,1,0,0,0,3,2,1,0,3,3,0,3,0,1,0,0,0,Match Report
2016-2017,2017-04-05,Wed,Premier League,Matchweek 31,Away,L 0–3,West Ham,Arsenal,Y,FW,63,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,Match Report
2016-2017,2017-04-08,Sat,Premier League,Matchweek 32,Home,W 1–0,West Ham,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-15,Sat,Premier League,Matchweek 33,Away,D 2–2,West Ham,Sunderland,Y*,FW,90,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,Match Report
