Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-13,Sat,Premier League,Matchweek 1,Home,W 2–1,Hull City,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-20,Sat,Premier League,Matchweek 2,Away,W 2–0,Hull City,Swansea City,N,,18,1,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,Match Report
2016-2017,2016-08-23,Tue,EFL Cup,Second round,Away,W 3–1,Hull City,Exeter City,Y,CM,76,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Home,L 0–1,Hull City,Manchester Utd,N,,43,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Match Report
2016-2017,2016-09-10,Sat,Premier League,Matchweek 4,Away,D 1–1,Hull City,Burnley,N,,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Match Report
2016-2017,2016-09-17,Sat,Premier League,Matchweek 5,Home,L 1–4,Hull City,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-21,Wed,EFL Cup,Third round,Away,W 2–1,Hull City,Stoke City,Y,LM,89,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,Match Report
2016-2017,2016-09-24,Sat,Premier League,Matchweek 6,Away,L 1–5,Hull City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-01,Sat,Premier League,Matchweek 7,Home,L 0–2,Hull City,Chelsea,N,,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-08,Sat,WCQ — UEFA (M),First round,Home,D 1–1,sco Scotland,lt Lithuania,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-11,Tue,WCQ — UEFA (M),First round,Away,L 0–3,sco Scotland,sk Slovakia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-15,Sat,Premier League,Matchweek 8,Away,L 1–6,Hull City,Bournemouth,Y,AM,54,0,0,0,0,1,0,0,0,1,2,0,3,1,0,0,0,0,Match Report
2016-2017,2016-10-22,Sat,Premier League,Matchweek 9,Home,L 0–2,Hull City,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-25,Tue,EFL Cup,Fourth round,Away,W 2–1,Hull City,Bristol City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-29,Sat,Premier League,Matchweek 10,Away,L 0–1,Hull City,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-10,Sat,Premier League,Matchweek 15,Home,D 3–3,Hull City,Crystal Palace,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-14,Wed,Premier League,Matchweek 16,Away,L 0–3,Hull City,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-17,Sat,Premier League,Matchweek 17,Away,L 0–1,Hull City,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-26,Mon,Premier League,Matchweek 18,Home,L 0–3,Hull City,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-30,Fri,Premier League,Matchweek 19,Home,D 2–2,Hull City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-02,Mon,Premier League,Matchweek 20,Away,L 1–3,Hull City,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-07,Sat,FA Cup,Third round,Home,W 2–0,Hull City,Swansea City,N,,21,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-01-10,Tue,EFL Cup,Semi-finals,Away,L 0–2,Hull City,Manchester Utd,N,,17,0,0,0,0,1,0,0,0,1,1,0,2,1,1,0,0,0,Match Report
2016-2017,2017-01-22,Sun,Premier League,Matchweek 22,Away,L 0–2,Hull City,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-01-26,Thu,EFL Cup,Semi-finals,Home,W 2–1,Hull City,Manchester Utd,Y,AM,63,0,0,0,0,1,0,0,0,1,1,0,2,2,0,0,0,0,Match Report
2016-2017,2017-01-29,Sun,FA Cup,Fourth round,Away,L 1–4,Hull City,Fulham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-01,Wed,Premier League,Matchweek 23,Away,D 0–0,Hull City,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-04,Sat,Premier League,Matchweek 24,Home,W 2–0,Hull City,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-11,Sat,Premier League,Matchweek 25,Away,L 0–2,Hull City,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-02-25,Sat,Premier League,Matchweek 26,Home,D 1–1,Hull City,Burnley,Y,AM,66,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,Match Report
2016-2017,2017-03-04,Sat,Premier League,Matchweek 27,Away,L 1–3,Hull City,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-03-11,Sat,Premier League,Matchweek 28,Home,W 2–1,Hull City,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-03-18,Sat,Premier League,Matchweek 29,Away,L 0–4,Hull City,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2017-04-01,Sat,Premier League,Matchweek 30,Home,W 2–1,Hull City,West Ham,N,,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Match Report
2016-2017,2017-04-05,Wed,Premier League,Matchweek 31,Home,W 4–2,Hull City,Middlesbrough,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
