Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-13,Sat,Premier League,Matchweek 1,Away,L 1–2,Leicester City,Hull City,N,,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Match Report
2016-2017,2016-08-20,Sat,Premier League,Matchweek 2,Home,D 0–0,Leicester City,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Home,W 2–1,Leicester City,Swansea City,Y,CM,90,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,Match Report
2016-2017,2016-09-03,Sat,Africa Cup of Nations qualification,Group stage,Home,D 1–1,gh Ghana,rw Rwanda,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-09-06,Tue,Friendlies (M),Friendlies (M),Away,L 0–1,gh Ghana,ru Russia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-10,Sat,Premier League,Matchweek 4,Away,L 1–4,Leicester City,Liverpool,Y,CM,90,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-09-14,Wed,Champions Lg,Group stage,Away,W 3–0,eng Leicester City,be Club Brugge,Y,CM,90,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,Match Report
2016-2017,2016-09-17,Sat,Premier League,Matchweek 5,Home,W 3–0,Leicester City,Burnley,Y,CM,90,0,0,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,Match Report
2016-2017,2016-09-20,Tue,EFL Cup,Third round,Home,L 2–4,Leicester City,Chelsea,N,,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Match Report
2016-2017,2016-09-24,Sat,Premier League,Matchweek 6,Away,L 1–4,Leicester City,Manchester Utd,Y,CM,90,0,1,0,0,1,0,0,0,1,3,0,0,0,2,0,0,0,Match Report
2016-2017,2016-09-27,Tue,Champions Lg,Group stage,Home,W 1–0,eng Leicester City,pt Porto,Y,CM,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,Match Report
2016-2017,2016-10-02,Sun,Premier League,Matchweek 7,Home,D 0–0,Leicester City,Southampton,Y,CM,90,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,Match Report
2016-2017,2016-10-07,Fri,WCQ — CAF (M),Third round,Home,D 0–0,gh Ghana,ug Uganda,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-10-11,Tue,Friendlies (M),Friendlies (M),Away,D 1–1,gh Ghana,za South Africa,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-10-15,Sat,Premier League,Matchweek 8,Away,L 0–3,Leicester City,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Match Report
2016-2017,2016-10-18,Tue,Champions Lg,Group stage,Home,W 1–0,eng Leicester City,dk FC Copenhagen,N,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Match Report
