Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2016-2017,2016-08-15,Mon,Premier League,Matchweek 1,Home,W 2–1,Chelsea,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-20,Sat,Premier League,Matchweek 2,Away,W 2–1,Chelsea,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-08-23,Tue,EFL Cup,Second round,Home,W 3–2,Chelsea,Bristol Rovers,Y,RB,76,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Match Report
2016-2017,2016-08-27,Sat,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-16,Fri,Premier League,Matchweek 5,Home,L 1–2,Chelsea,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-09-20,Tue,EFL Cup,Third round,Away,W 4–2,Chelsea,Leicester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-15,Sat,Premier League,Matchweek 8,Home,W 3–0,Chelsea,Leicester City,N,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2016-10-23,Sun,Premier League,Matchweek 9,Home,W 4–0,Chelsea,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-10-26,Wed,EFL Cup,Fourth round,Away,L 1–2,Chelsea,West Ham,Y,RM,66,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,Match Report
2016-2017,2016-11-05,Sat,Premier League,Matchweek 11,Home,W 5–0,Chelsea,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-11-21,Mon,PL2 — Div. 1,Regular Season,Home,W 3–2,Chelsea,Southampton,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2016-12-03,Sat,Premier League,Matchweek 14,Away,W 3–1,Chelsea,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-11,Sun,Premier League,Matchweek 15,Home,W 1–0,Chelsea,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2016-2017,2016-12-26,Mon,Premier League,Matchweek 18,Home,W 3–0,Chelsea,Bournemouth,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2016-2017,2017-01-08,Sun,FA Cup,Third round,Home,W 4–1,Chelsea,P'borough Utd,N,,34,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-02-18,Sat,PL2 — Div. 1,Regular Season,Home,L 3–4,Chelsea,Manchester City,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-02-24,Fri,PL2 — Div. 1,Regular Season,Away,L 1–4,Chelsea,Arsenal,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2016-2017,2017-05-15,Mon,Premier League,Matchweek 28,Home,W 4–3,Chelsea,Watford,N,,16,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Match Report
