League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,26,César Azpilicueta,es ESP,DF,Chelsea,28,1989,https://fbref.com/en/players/53cad200/matchlogs/2018-2019/summary/Cesar-Azpilicueta-Match-Logs
EPL,2018-2019,27,Ryan Babel,nl NED,FW,Fulham,31,1986,https://fbref.com/en/players/6438d426/matchlogs/2018-2019/summary/Ryan-Babel-Match-Logs
EPL,2018-2019,28,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,20,1997,https://fbref.com/en/players/aaf1bf05/matchlogs/2018-2019/summary/Juninho-Bacuna-Match-Logs
EPL,2018-2019,29,Leandro Bacuna,cw CUW,"MF,DF",Cardiff City,26,1991,https://fbref.com/en/players/9dc69d38/matchlogs/2018-2019/summary/Leandro-Bacuna-Match-Logs
EPL,2018-2019,30,Eric Bailly,ci CIV,DF,Manchester Utd,24,1994,https://fbref.com/en/players/a1232f4e/matchlogs/2018-2019/summary/Eric-Bailly-Match-Logs
EPL,2018-2019,31,Leighton Baines,eng ENG,DF,Everton,33,1984,https://fbref.com/en/players/b18095b6/matchlogs/2018-2019/summary/Leighton-Baines-Match-Logs
EPL,2018-2019,32,Fabián Balbuena,py PAR,DF,West Ham,26,1991,https://fbref.com/en/players/3626f7d9/matchlogs/2018-2019/summary/Fabian-Balbuena-Match-Logs
EPL,2018-2019,33,Leon Balogun,ng NGA,DF,Brighton,30,1988,https://fbref.com/en/players/78e68b4d/matchlogs/2018-2019/summary/Leon-Balogun-Match-Logs
EPL,2018-2019,34,Sol Bamba,ci CIV,DF,Cardiff City,33,1985,https://fbref.com/en/players/5534217d/matchlogs/2018-2019/summary/Sol-Bamba-Match-Logs
EPL,2018-2019,35,Phil Bardsley,sco SCO,DF,Burnley,33,1985,https://fbref.com/en/players/1ae30132/matchlogs/2018-2019/summary/Phil-Bardsley-Match-Logs
EPL,2018-2019,36,Ross Barkley,eng ENG,MF,Chelsea,24,1993,https://fbref.com/en/players/3a24769f/matchlogs/2018-2019/summary/Ross-Barkley-Match-Logs
EPL,2018-2019,37,Ashley Barnes,eng ENG,FW,Burnley,28,1989,https://fbref.com/en/players/2691c772/matchlogs/2018-2019/summary/Ashley-Barnes-Match-Logs
EPL,2018-2019,38,Harvey Barnes,eng ENG,"FW,MF",Leicester City,20,1997,https://fbref.com/en/players/3ea50f67/matchlogs/2018-2019/summary/Harvey-Barnes-Match-Logs
EPL,2018-2019,39,Antonio Barreca,it ITA,DF,Newcastle Utd,23,1995,https://fbref.com/en/players/6a189491/matchlogs/2018-2019/summary/Antonio-Barreca-Match-Logs
EPL,2018-2019,40,Michy Batshuayi,be BEL,FW,Crystal Palace,24,1993,https://fbref.com/en/players/2973d8ff/matchlogs/2018-2019/summary/Michy-Batshuayi-Match-Logs
EPL,2018-2019,41,Jan Bednarek,pl POL,DF,Southampton,22,1996,https://fbref.com/en/players/4115ce4e/matchlogs/2018-2019/summary/Jan-Bednarek-Match-Logs
EPL,2018-2019,42,Asmir Begović,ba BIH,GK,Bournemouth,31,1987,https://fbref.com/en/players/7b4de647/matchlogs/2018-2019/summary/Asmir-Begovic-Match-Logs
EPL,2018-2019,43,Héctor Bellerín,es ESP,DF,Arsenal,23,1995,https://fbref.com/en/players/f874dd44/matchlogs/2018-2019/summary/Hector-Bellerin-Match-Logs
EPL,2018-2019,44,Joe Bennett,eng ENG,DF,Cardiff City,28,1990,https://fbref.com/en/players/dc936144/matchlogs/2018-2019/summary/Joe-Bennett-Match-Logs
EPL,2018-2019,45,Ryan Bennett,eng ENG,DF,Wolves,28,1990,https://fbref.com/en/players/0bad4516/matchlogs/2018-2019/summary/Ryan-Bennett-Match-Logs
EPL,2018-2019,46,Christian Benteke,be BEL,FW,Crystal Palace,27,1990,https://fbref.com/en/players/ab070c55/matchlogs/2018-2019/summary/Christian-Benteke-Match-Logs
EPL,2018-2019,47,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,27,1990,https://fbref.com/en/players/f72293fc/matchlogs/2018-2019/summary/Johann-Berg-Gudmundsson-Match-Logs
EPL,2018-2019,48,Bernard,br BRA,"FW,MF",Everton,25,1992,https://fbref.com/en/players/ab4b3e35/matchlogs/2018-2019/summary/Bernard-Match-Logs
EPL,2018-2019,49,Bernardo,br BRA,DF,Brighton,23,1995,https://fbref.com/en/players/17370b95/matchlogs/2018-2019/summary/Bernardo-Match-Logs
EPL,2018-2019,50,Ryan Bertrand,eng ENG,DF,Southampton,28,1989,https://fbref.com/en/players/01226327/matchlogs/2018-2019/summary/Ryan-Bertrand-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,51,Marcus Bettinelli,eng ENG,GK,Fulham,26,1992,https://fbref.com/en/players/0d85a4e8/matchlogs/2018-2019/summary/Marcus-Bettinelli-Match-Logs
EPL,2018-2019,52,Philip Billing,dk DEN,MF,Huddersfield,22,1996,https://fbref.com/en/players/d328a254/matchlogs/2018-2019/summary/Philip-Billing-Match-Logs
EPL,2018-2019,53,Yves Bissouma,ml MLI,MF,Brighton,21,1996,https://fbref.com/en/players/6c203af0/matchlogs/2018-2019/summary/Yves-Bissouma-Match-Logs
EPL,2018-2019,54,Willy Boly,ci CIV,DF,Wolves,27,1991,https://fbref.com/en/players/a4ac4b8f/matchlogs/2018-2019/summary/Willy-Boly-Match-Logs
EPL,2018-2019,55,Léo Bonatini,br BRA,FW,Wolves,24,1994,https://fbref.com/en/players/da23d58d/matchlogs/2018-2019/summary/Leo-Bonatini-Match-Logs
EPL,2018-2019,56,Gaëtan Bong,cm CMR,DF,Brighton,30,1988,https://fbref.com/en/players/cfd5e123/matchlogs/2018-2019/summary/Gaetan-Bong-Match-Logs
EPL,2018-2019,57,Artur Boruc,pl POL,GK,Bournemouth,38,1980,https://fbref.com/en/players/34ccf6fa/matchlogs/2018-2019/summary/Artur-Boruc-Match-Logs
EPL,2018-2019,58,Robbie Brady,ie IRL,"MF,FW",Burnley,26,1992,https://fbref.com/en/players/96bb8cc2/matchlogs/2018-2019/summary/Robbie-Brady-Match-Logs
EPL,2018-2019,59,Miguel Britos,uy URU,DF,Watford,33,1985,https://fbref.com/en/players/356a9a62/matchlogs/2018-2019/summary/Miguel-Britos-Match-Logs
EPL,2018-2019,60,David Brooks,wal WAL,"MF,FW",Bournemouth,21,1997,https://fbref.com/en/players/dc4cae05/matchlogs/2018-2019/summary/David-Brooks-Match-Logs
EPL,2018-2019,61,Bruno,es ESP,DF,Brighton,37,1980,https://fbref.com/en/players/78803d03/matchlogs/2018-2019/summary/Bruno-Match-Logs
EPL,2018-2019,62,Joe Bryan,eng ENG,DF,Fulham,24,1993,https://fbref.com/en/players/af69e7f0/matchlogs/2018-2019/summary/Joe-Bryan-Match-Logs
EPL,2018-2019,63,David Button,eng ENG,GK,Brighton,29,1989,https://fbref.com/en/players/e608ed4c/matchlogs/2018-2019/summary/David-Button-Match-Logs
EPL,2018-2019,64,Willy Caballero,ar ARG,GK,Chelsea,36,1981,https://fbref.com/en/players/a179d516/matchlogs/2018-2019/summary/Willy-Caballero-Match-Logs
EPL,2018-2019,65,Gary Cahill,eng ENG,DF,Chelsea,32,1985,https://fbref.com/en/players/7914b9fe/matchlogs/2018-2019/summary/Gary-Cahill-Match-Logs
EPL,2018-2019,66,Tom Cairney,sco SCO,"MF,FW",Fulham,27,1991,https://fbref.com/en/players/a8748947/matchlogs/2018-2019/summary/Tom-Cairney-Match-Logs
EPL,2018-2019,67,Dominic Calvert-Lewin,eng ENG,FW,Everton,21,1997,https://fbref.com/en/players/59e6e5bf/matchlogs/2018-2019/summary/Dominic-Calvert-Lewin-Match-Logs
EPL,2018-2019,68,Rafael Camacho,pt POR,DF,Liverpool,18,2000,https://fbref.com/en/players/91b43c98/matchlogs/2018-2019/summary/Rafael-Camacho-Match-Logs
EPL,2018-2019,69,Víctor Camarasa,es ESP,MF,Cardiff City,24,1994,https://fbref.com/en/players/b2d03887/matchlogs/2018-2019/summary/Victor-Camarasa-Match-Logs
EPL,2018-2019,70,Étienne Capoue,fr FRA,MF,Watford,30,1988,https://fbref.com/en/players/5acc4a10/matchlogs/2018-2019/summary/Etienne-Capoue-Match-Logs
EPL,2018-2019,71,Andy Carroll,eng ENG,FW,West Ham,29,1989,https://fbref.com/en/players/b581987a/matchlogs/2018-2019/summary/Andy-Carroll-Match-Logs
EPL,2018-2019,72,Jonny Castro,es ESP,"DF,MF",Wolves,24,1994,https://fbref.com/en/players/e28868f3/matchlogs/2018-2019/summary/Jonny-Castro-Match-Logs
EPL,2018-2019,73,Craig Cathcart,nir NIR,DF,Watford,29,1989,https://fbref.com/en/players/89e4b358/matchlogs/2018-2019/summary/Craig-Cathcart-Match-Logs
EPL,2018-2019,74,Ivan Cavaleiro,pt POR,"FW,MF",Wolves,24,1993,https://fbref.com/en/players/979b811d/matchlogs/2018-2019/summary/Ivan-Cavaleiro-Match-Logs
EPL,2018-2019,75,Petr Čech,cz CZE,GK,Arsenal,36,1982,https://fbref.com/en/players/71672fa0/matchlogs/2018-2019/summary/Petr-Cech-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,76,Nathaniel Chalobah,eng ENG,"MF,FW",Watford,23,1994,https://fbref.com/en/players/422862ea/matchlogs/2018-2019/summary/Nathaniel-Chalobah-Match-Logs
EPL,2018-2019,77,Calum Chambers,eng ENG,"MF,DF",Fulham,23,1995,https://fbref.com/en/players/dc6f5bdd/matchlogs/2018-2019/summary/Calum-Chambers-Match-Logs
EPL,2018-2019,78,Ben Chilwell,eng ENG,DF,Leicester City,21,1996,https://fbref.com/en/players/d2424d1b/matchlogs/2018-2019/summary/Ben-Chilwell-Match-Logs
EPL,2018-2019,79,Tahith Chong,nl NED,FW,Manchester Utd,18,1999,https://fbref.com/en/players/2696b6a9/matchlogs/2018-2019/summary/Tahith-Chong-Match-Logs
EPL,2018-2019,80,Hamza Choudhury,eng ENG,MF,Leicester City,20,1997,https://fbref.com/en/players/7d2d3329/matchlogs/2018-2019/summary/Hamza-Choudhury-Match-Logs
EPL,2018-2019,81,Andreas Christensen,dk DEN,DF,Chelsea,22,1996,https://fbref.com/en/players/1cb49278/matchlogs/2018-2019/summary/Andreas-Christensen-Match-Logs
EPL,2018-2019,82,Cyrus Christie,ie IRL,DF,Fulham,25,1992,https://fbref.com/en/players/7eb67dad/matchlogs/2018-2019/summary/Cyrus-Christie-Match-Logs
EPL,2018-2019,83,Ibrahima Cissé,gn GUI,"MF,FW",Fulham,24,1994,https://fbref.com/en/players/be4fede9/matchlogs/2018-2019/summary/Ibrahima-Cisse-Match-Logs
EPL,2018-2019,84,Ciaran Clark,ie IRL,DF,Newcastle Utd,28,1989,https://fbref.com/en/players/2b91cf8e/matchlogs/2018-2019/summary/Ciaran-Clark-Match-Logs
EPL,2018-2019,85,Tom Cleverley,eng ENG,"MF,FW",Watford,28,1989,https://fbref.com/en/players/6cdd8245/matchlogs/2018-2019/summary/Tom-Cleverley-Match-Logs
EPL,2018-2019,86,Nathaniel Clyne,eng ENG,DF,Bournemouth,27,1991,https://fbref.com/en/players/0442183b/matchlogs/2018-2019/summary/Nathaniel-Clyne-Match-Logs
EPL,2018-2019,87,Nathaniel Clyne,eng ENG,DF,Liverpool,27,1991,https://fbref.com/en/players/0442183b/matchlogs/2018-2019/summary/Nathaniel-Clyne-Match-Logs
EPL,2018-2019,88,Conor Coady,eng ENG,DF,Wolves,25,1993,https://fbref.com/en/players/2928dca2/matchlogs/2018-2019/summary/Conor-Coady-Match-Logs
EPL,2018-2019,89,Joel Coleman,eng ENG,GK,Huddersfield,22,1995,https://fbref.com/en/players/b73e459a/matchlogs/2018-2019/summary/Joel-Coleman-Match-Logs
EPL,2018-2019,90,Séamus Coleman,ie IRL,DF,Everton,29,1988,https://fbref.com/en/players/0420d84f/matchlogs/2018-2019/summary/Seamus-Coleman-Match-Logs
EPL,2018-2019,91,Lewis Cook,eng ENG,MF,Bournemouth,21,1997,https://fbref.com/en/players/2afc7272/matchlogs/2018-2019/summary/Lewis-Cook-Match-Logs
EPL,2018-2019,92,Steve Cook,eng ENG,DF,Bournemouth,27,1991,https://fbref.com/en/players/3e5e4e63/matchlogs/2018-2019/summary/Steve-Cook-Match-Logs
EPL,2018-2019,93,Jack Cork,eng ENG,MF,Burnley,29,1989,https://fbref.com/en/players/74e12f1e/matchlogs/2018-2019/summary/Jack-Cork-Match-Logs
EPL,2018-2019,94,Hélder Costa,pt POR,"FW,MF",Wolves,24,1994,https://fbref.com/en/players/f13d02a6/matchlogs/2018-2019/summary/Helder-Costa-Match-Logs
EPL,2018-2019,95,Aaron Cresswell,eng ENG,DF,West Ham,28,1989,https://fbref.com/en/players/4f974391/matchlogs/2018-2019/summary/Aaron-Cresswell-Match-Logs
EPL,2018-2019,96,Peter Crouch,eng ENG,FW,Burnley,37,1981,https://fbref.com/en/players/73d9bdc7/matchlogs/2018-2019/summary/Peter-Crouch-Match-Logs
EPL,2018-2019,97,Greg Cunningham,ie IRL,DF,Cardiff City,27,1991,https://fbref.com/en/players/dc10b26c/matchlogs/2018-2019/summary/Greg-Cunningham-Match-Logs
EPL,2018-2019,98,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,19,1999,https://fbref.com/en/players/d9565625/matchlogs/2018-2019/summary/Diogo-Dalot-Match-Logs
EPL,2018-2019,99,Matty Daly,eng ENG,MF,Huddersfield,17,2001,https://fbref.com/en/players/03e48abb/matchlogs/2018-2019/summary/Matty-Daly-Match-Logs
EPL,2018-2019,100,Loïc Damour,fr FRA,MF,Cardiff City,27,1991,https://fbref.com/en/players/074d8166/matchlogs/2018-2019/summary/Loic-Damour-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,101,Charlie Daniels,eng ENG,DF,Bournemouth,31,1986,https://fbref.com/en/players/9d107085/matchlogs/2018-2019/summary/Charlie-Daniels-Match-Logs
EPL,2018-2019,102,Danilo,br BRA,DF,Manchester City,27,1991,https://fbref.com/en/players/94b2001f/matchlogs/2018-2019/summary/Danilo-Match-Logs
EPL,2018-2019,103,Scott Dann,eng ENG,DF,Crystal Palace,31,1987,https://fbref.com/en/players/52105203/matchlogs/2018-2019/summary/Scott-Dann-Match-Logs
EPL,2018-2019,104,Matteo Darmian,it ITA,DF,Manchester Utd,28,1989,https://fbref.com/en/players/96e0490d/matchlogs/2018-2019/summary/Matteo-Darmian-Match-Logs
EPL,2018-2019,105,Ben Davies,wal WAL,DF,Tottenham,25,1993,https://fbref.com/en/players/44781702/matchlogs/2018-2019/summary/Ben-Davies-Match-Logs
EPL,2018-2019,106,Tom Davies,eng ENG,MF,Everton,20,1998,https://fbref.com/en/players/9228b07c/matchlogs/2018-2019/summary/Tom-Davies-Match-Logs
EPL,2018-2019,107,Steven Davis,nir NIR,MF,Southampton,33,1985,https://fbref.com/en/players/cf15bbb1/matchlogs/2018-2019/summary/Steven-Davis-Match-Logs
EPL,2018-2019,108,Kevin De Bruyne,be BEL,MF,Manchester City,27,1991,https://fbref.com/en/players/e46012d4/matchlogs/2018-2019/summary/Kevin-De-Bruyne-Match-Logs
EPL,2018-2019,109,Troy Deeney,eng ENG,FW,Watford,30,1988,https://fbref.com/en/players/82e34b69/matchlogs/2018-2019/summary/Troy-Deeney-Match-Logs
EPL,2018-2019,110,Jermain Defoe,eng ENG,"DF,FW",Bournemouth,35,1982,https://fbref.com/en/players/f1e8372d/matchlogs/2018-2019/summary/Jermain-Defoe-Match-Logs
EPL,2018-2019,111,Steven Defour,be BEL,MF,Burnley,30,1988,https://fbref.com/en/players/73489527/matchlogs/2018-2019/summary/Steven-Defour-Match-Logs
EPL,2018-2019,112,Fabian Delph,eng ENG,DF,Manchester City,28,1989,https://fbref.com/en/players/111c3236/matchlogs/2018-2019/summary/Fabian-Delph-Match-Logs
EPL,2018-2019,113,Mousa Dembélé,be BEL,MF,Tottenham,31,1987,https://fbref.com/en/players/f7ee69fb/matchlogs/2018-2019/summary/Mousa-Dembele-Match-Logs
EPL,2018-2019,114,Leander Dendoncker,be BEL,MF,Wolves,23,1995,https://fbref.com/en/players/5a7301ae/matchlogs/2018-2019/summary/Leander-Dendoncker-Match-Logs
EPL,2018-2019,115,Laurent Depoitre,be BEL,FW,Huddersfield,29,1988,https://fbref.com/en/players/aa5859cb/matchlogs/2018-2019/summary/Laurent-Depoitre-Match-Logs
EPL,2018-2019,116,Gerard Deulofeu,es ESP,FW,Watford,24,1994,https://fbref.com/en/players/39583cfd/matchlogs/2018-2019/summary/Gerard-Deulofeu-Match-Logs
EPL,2018-2019,117,Fousseni Diabaté,ml MLI,FW,Leicester City,22,1995,https://fbref.com/en/players/d07e3b41/matchlogs/2018-2019/summary/Fousseni-Diabate-Match-Logs
