League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,118,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,22,1996,https://fbref.com/en/players/65585e3a/matchlogs/2018-2019/summary/Adama-Diakhaby-Match-Logs
EPL,2018-2019,119,Mohamed Diamé,sn SEN,MF,Newcastle Utd,31,1987,https://fbref.com/en/players/b7d082af/matchlogs/2018-2019/summary/Mohamed-Diame-Match-Logs
EPL,2018-2019,120,Grady Diangana,eng ENG,"FW,MF",West Ham,20,1998,https://fbref.com/en/players/f522d7ec/matchlogs/2018-2019/summary/Grady-Diangana-Match-Logs
EPL,2018-2019,121,Eric Dier,eng ENG,MF,Tottenham,24,1994,https://fbref.com/en/players/ac861941/matchlogs/2018-2019/summary/Eric-Dier-Match-Logs
EPL,2018-2019,122,Lucas Digne,fr FRA,DF,Everton,25,1993,https://fbref.com/en/players/1b84dbe1/matchlogs/2018-2019/summary/Lucas-Digne-Match-Logs
EPL,2018-2019,123,Virgil van Dijk,nl NED,DF,Liverpool,27,1991,https://fbref.com/en/players/e06683ca/matchlogs/2018-2019/summary/Virgil-van-Dijk-Match-Logs
EPL,2018-2019,124,Issa Diop,fr FRA,DF,West Ham,21,1997,https://fbref.com/en/players/a712ca2b/matchlogs/2018-2019/summary/Issa-Diop-Match-Logs
EPL,2018-2019,125,Matt Doherty,ie IRL,"DF,MF",Wolves,26,1992,https://fbref.com/en/players/d557d734/matchlogs/2018-2019/summary/Matt-Doherty-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,126,Abdoulaye Doucouré,fr FRA,MF,Watford,25,1993,https://fbref.com/en/players/02b29014/matchlogs/2018-2019/summary/Abdoulaye-Doucoure-Match-Logs
EPL,2018-2019,127,Luke Dreher,eng ENG,MF,Crystal Palace,19,1998,https://fbref.com/en/players/d1c509d9/matchlogs/2018-2019/summary/Luke-Dreher-Match-Logs
EPL,2018-2019,128,Martin Dúbravka,sk SVK,GK,Newcastle Utd,29,1989,https://fbref.com/en/players/3a949a25/matchlogs/2018-2019/summary/Martin-Dubravka-Match-Logs
EPL,2018-2019,129,Shane Duffy,ie IRL,DF,Brighton,26,1992,https://fbref.com/en/players/7314bba4/matchlogs/2018-2019/summary/Shane-Duffy-Match-Logs
EPL,2018-2019,130,Demeaco Duhaney,eng ENG,DF,Huddersfield,19,1998,https://fbref.com/en/players/5ef608f7/matchlogs/2018-2019/summary/Demeaco-Duhaney-Match-Logs
EPL,2018-2019,131,Paul Dummett,wal WAL,DF,Newcastle Utd,26,1991,https://fbref.com/en/players/3fe6bd8c/matchlogs/2018-2019/summary/Paul-Dummett-Match-Logs
EPL,2018-2019,132,Lewis Dunk,eng ENG,DF,Brighton,26,1991,https://fbref.com/en/players/282f75f3/matchlogs/2018-2019/summary/Lewis-Dunk-Match-Logs
EPL,2018-2019,133,Erik Durm,de GER,DF,Huddersfield,26,1992,https://fbref.com/en/players/cf623c78/matchlogs/2018-2019/summary/Erik-Durm-Match-Logs
EPL,2018-2019,134,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,30,1988,https://fbref.com/en/players/72a0fb65/matchlogs/2018-2019/summary/Bruno-Ecuele-Manga-Match-Logs
EPL,2018-2019,135,Ederson,br BRA,GK,Manchester City,24,1993,https://fbref.com/en/players/3bb7b8b4/matchlogs/2018-2019/summary/Ederson-Match-Logs
EPL,2018-2019,136,Harvey Elliot,eng ENG,MF,Fulham,15,2003,https://fbref.com/en/players/c8387671/matchlogs/2018-2019/summary/Harvey-Elliot-Match-Logs
EPL,2018-2019,137,Mohamed Elneny,eg EGY,MF,Arsenal,26,1992,https://fbref.com/en/players/47a34c4f/matchlogs/2018-2019/summary/Mohamed-Elneny-Match-Logs
EPL,2018-2019,138,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,23,1994,https://fbref.com/en/players/68dc0dac/matchlogs/2018-2019/summary/Mohamed-Elyounoussi-Match-Logs
EPL,2018-2019,139,Christian Eriksen,dk DEN,"MF,FW",Tottenham,26,1992,https://fbref.com/en/players/980522ec/matchlogs/2018-2019/summary/Christian-Eriksen-Match-Logs
EPL,2018-2019,140,Neil Etheridge,ph PHI,GK,Cardiff City,28,1990,https://fbref.com/en/players/2642bf6c/matchlogs/2018-2019/summary/Neil-Etheridge-Match-Logs
EPL,2018-2019,141,Jonny Evans,nir NIR,DF,Leicester City,30,1988,https://fbref.com/en/players/f8fcd2a5/matchlogs/2018-2019/summary/Jonny-Evans-Match-Logs
EPL,2018-2019,142,Łukasz Fabiański,pl POL,GK,West Ham,33,1985,https://fbref.com/en/players/9328b835/matchlogs/2018-2019/summary/Lukasz-Fabianski-Match-Logs
EPL,2018-2019,143,Fabinho,br BRA,MF,Liverpool,24,1993,https://fbref.com/en/players/7f3b388c/matchlogs/2018-2019/summary/Fabinho-Match-Logs
EPL,2018-2019,144,Cesc Fàbregas,es ESP,MF,Chelsea,31,1987,https://fbref.com/en/players/33508c78/matchlogs/2018-2019/summary/Cesc-Fabregas-Match-Logs
EPL,2018-2019,145,Fabricio,es ESP,GK,Fulham,30,1987,https://fbref.com/en/players/af245161/matchlogs/2018-2019/summary/Fabricio-Match-Logs
EPL,2018-2019,146,Marouane Fellaini,be BEL,MF,Manchester Utd,30,1987,https://fbref.com/en/players/87575fd9/matchlogs/2018-2019/summary/Marouane-Fellaini-Match-Logs
EPL,2018-2019,147,Kiko Femenía,es ESP,DF,Watford,27,1991,https://fbref.com/en/players/e5d01ecf/matchlogs/2018-2019/summary/Kiko-Femenia-Match-Logs
EPL,2018-2019,148,Federico Fernández,ar ARG,DF,Newcastle Utd,29,1989,https://fbref.com/en/players/f25b010f/matchlogs/2018-2019/summary/Federico-Fernandez-Match-Logs
EPL,2018-2019,149,Fernandinho,br BRA,MF,Manchester City,33,1985,https://fbref.com/en/players/101da2b5/matchlogs/2018-2019/summary/Fernandinho-Match-Logs
EPL,2018-2019,150,Roberto Firmino,br BRA,"FW,MF",Liverpool,26,1991,https://fbref.com/en/players/4c370d81/matchlogs/2018-2019/summary/Roberto-Firmino-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,151,Phil Foden,eng ENG,MF,Manchester City,18,2000,https://fbref.com/en/players/ed1e53f3/matchlogs/2018-2019/summary/Phil-Foden-Match-Logs
EPL,2018-2019,152,Fraser Forster,eng ENG,GK,Southampton,30,1988,https://fbref.com/en/players/c3e39f12/matchlogs/2018-2019/summary/Fraser-Forster-Match-Logs
EPL,2018-2019,153,Ben Foster,eng ENG,GK,Watford,35,1983,https://fbref.com/en/players/d0b3ceb9/matchlogs/2018-2019/summary/Ben-Foster-Match-Logs
EPL,2018-2019,154,Timothy Fosu-Mensah,nl NED,DF,Fulham,20,1998,https://fbref.com/en/players/a9142dc3/matchlogs/2018-2019/summary/Timothy-Fosu-Mensah-Match-Logs
EPL,2018-2019,155,Juan Foyth,ar ARG,DF,Tottenham,20,1998,https://fbref.com/en/players/6c7762c3/matchlogs/2018-2019/summary/Juan-Foyth-Match-Logs
EPL,2018-2019,156,Simon Francis,eng ENG,DF,Bournemouth,33,1985,https://fbref.com/en/players/1e0b6a73/matchlogs/2018-2019/summary/Simon-Francis-Match-Logs
EPL,2018-2019,157,Ryan Fraser,sco SCO,"MF,FW",Bournemouth,24,1994,https://fbref.com/en/players/d56543a0/matchlogs/2018-2019/summary/Ryan-Fraser-Match-Logs
EPL,2018-2019,158,Fred,br BRA,MF,Manchester Utd,25,1993,https://fbref.com/en/players/b853e0ad/matchlogs/2018-2019/summary/Fred-Match-Logs
EPL,2018-2019,159,Ryan Fredericks,eng ENG,DF,West Ham,25,1992,https://fbref.com/en/players/c067631c/matchlogs/2018-2019/summary/Ryan-Fredericks-Match-Logs
EPL,2018-2019,160,Christian Fuchs,at AUT,DF,Leicester City,32,1986,https://fbref.com/en/players/a67a09fb/matchlogs/2018-2019/summary/Christian-Fuchs-Match-Logs
EPL,2018-2019,161,Manolo Gabbiadini,it ITA,"FW,MF",Southampton,26,1991,https://fbref.com/en/players/8f866fe8/matchlogs/2018-2019/summary/Manolo-Gabbiadini-Match-Logs
EPL,2018-2019,162,Sam Gallagher,eng ENG,FW,Southampton,22,1995,https://fbref.com/en/players/44361ade/matchlogs/2018-2019/summary/Sam-Gallagher-Match-Logs
EPL,2018-2019,163,Idrissa Gana Gueye,sn SEN,MF,Everton,28,1989,https://fbref.com/en/players/72c812f3/matchlogs/2018-2019/summary/Idrissa-Gana-Gueye-Match-Logs
EPL,2018-2019,164,James Garner,eng ENG,MF,Manchester Utd,17,2001,https://fbref.com/en/players/4e015693/matchlogs/2018-2019/summary/James-Garner-Match-Logs
EPL,2018-2019,165,Paulo Gazzaniga,ar ARG,GK,Tottenham,26,1992,https://fbref.com/en/players/63d17038/matchlogs/2018-2019/summary/Paulo-Gazzaniga-Match-Logs
EPL,2018-2019,166,David de Gea,es ESP,GK,Manchester Utd,27,1990,https://fbref.com/en/players/7ba6d84e/matchlogs/2018-2019/summary/David-de-Gea-Match-Logs
EPL,2018-2019,167,Rachid Ghezzal,dz ALG,"FW,MF",Leicester City,26,1992,https://fbref.com/en/players/dc3a9a0d/matchlogs/2018-2019/summary/Rachid-Ghezzal-Match-Logs
EPL,2018-2019,168,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,18,2000,https://fbref.com/en/players/32f60ed8/matchlogs/2018-2019/summary/Morgan-Gibbs-White-Match-Logs
EPL,2018-2019,169,Ben Gibson,eng ENG,DF,Burnley,25,1993,https://fbref.com/en/players/bcfb0142/matchlogs/2018-2019/summary/Ben-Gibson-Match-Logs
EPL,2018-2019,170,Olivier Giroud,fr FRA,FW,Chelsea,31,1986,https://fbref.com/en/players/16ceb862/matchlogs/2018-2019/summary/Olivier-Giroud-Match-Logs
EPL,2018-2019,171,André Gomes,pt POR,MF,Everton,25,1993,https://fbref.com/en/players/1961b2aa/matchlogs/2018-2019/summary/Andre-Gomes-Match-Logs
EPL,2018-2019,172,Angel Gomes,eng ENG,"MF,FW",Manchester Utd,17,2000,https://fbref.com/en/players/645a3363/matchlogs/2018-2019/summary/Angel-Gomes-Match-Logs
EPL,2018-2019,173,Joe Gomez,eng ENG,DF,Liverpool,21,1997,https://fbref.com/en/players/7a11550b/matchlogs/2018-2019/summary/Joe-Gomez-Match-Logs
EPL,2018-2019,174,Jon Gorenc Stanković,si SVN,"MF,DF",Huddersfield,22,1996,https://fbref.com/en/players/9c74fa25/matchlogs/2018-2019/summary/Jon-Gorenc-Stankovic-Match-Logs
EPL,2018-2019,175,Dan Gosling,eng ENG,MF,Bournemouth,28,1990,https://fbref.com/en/players/7fec31a0/matchlogs/2018-2019/summary/Dan-Gosling-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,176,Karlan Grant,eng ENG,"FW,MF",Huddersfield,20,1997,https://fbref.com/en/players/87f7500e/matchlogs/2018-2019/summary/Karlan-Grant-Match-Logs
EPL,2018-2019,177,Andre Gray,jm JAM,FW,Watford,27,1991,https://fbref.com/en/players/c24dba2a/matchlogs/2018-2019/summary/Andre-Gray-Match-Logs
EPL,2018-2019,178,Demarai Gray,eng ENG,"FW,MF",Leicester City,22,1996,https://fbref.com/en/players/4468ec10/matchlogs/2018-2019/summary/Demarai-Gray-Match-Logs
EPL,2018-2019,179,Mason Greenwood,eng ENG,FW,Manchester Utd,16,2001,https://fbref.com/en/players/58eee997/matchlogs/2018-2019/summary/Mason-Greenwood-Match-Logs
EPL,2018-2019,180,Pascal Groß,de GER,MF,Brighton,27,1991,https://fbref.com/en/players/8aec0537/matchlogs/2018-2019/summary/Pascal-Gross-Match-Logs
EPL,2018-2019,181,Vicente Guaita,es ESP,GK,Crystal Palace,31,1987,https://fbref.com/en/players/ab13a5aa/matchlogs/2018-2019/summary/Vicente-Guaita-Match-Logs
EPL,2018-2019,182,Mattéo Guendouzi,fr FRA,MF,Arsenal,19,1999,https://fbref.com/en/players/5ea8ef20/matchlogs/2018-2019/summary/Matteo-Guendouzi-Match-Logs
EPL,2018-2019,183,İlkay Gündoğan,de GER,MF,Manchester City,27,1990,https://fbref.com/en/players/819b3158/matchlogs/2018-2019/summary/Ilkay-Gundogan-Match-Logs
EPL,2018-2019,184,Angus Gunn,eng ENG,GK,Southampton,22,1996,https://fbref.com/en/players/e082af5b/matchlogs/2018-2019/summary/Angus-Gunn-Match-Logs
EPL,2018-2019,185,Aron Gunnarsson,is ISL,MF,Cardiff City,29,1989,https://fbref.com/en/players/e2533c20/matchlogs/2018-2019/summary/Aron-Gunnarsson-Match-Logs
EPL,2018-2019,186,Florent Hadergjonaj,xk KVX,"DF,MF",Huddersfield,24,1994,https://fbref.com/en/players/9aa186b2/matchlogs/2018-2019/summary/Florent-Hadergjonaj-Match-Logs
EPL,2018-2019,187,Ben Hamer,eng ENG,GK,Huddersfield,30,1987,https://fbref.com/en/players/d822a850/matchlogs/2018-2019/summary/Ben-Hamer-Match-Logs
EPL,2018-2019,188,Kadeem Harris,eng ENG,"MF,FW",Cardiff City,25,1993,https://fbref.com/en/players/24396398/matchlogs/2018-2019/summary/Kadeem-Harris-Match-Logs
EPL,2018-2019,189,Joe Hart,eng ENG,GK,Burnley,31,1987,https://fbref.com/en/players/cb4f24c6/matchlogs/2018-2019/summary/Joe-Hart-Match-Logs
EPL,2018-2019,190,Isaac Hayden,eng ENG,MF,Newcastle Utd,23,1995,https://fbref.com/en/players/c951a6df/matchlogs/2018-2019/summary/Isaac-Hayden-Match-Logs
EPL,2018-2019,191,Eden Hazard,be BEL,FW,Chelsea,27,1991,https://fbref.com/en/players/a39bb753/matchlogs/2018-2019/summary/Eden-Hazard-Match-Logs
EPL,2018-2019,192,Rhys Healey,wal WAL,"FW,MF",Cardiff City,23,1994,https://fbref.com/en/players/07ace8c3/matchlogs/2018-2019/summary/Rhys-Healey-Match-Logs
EPL,2018-2019,193,Tom Heaton,eng ENG,GK,Burnley,32,1986,https://fbref.com/en/players/a6de6361/matchlogs/2018-2019/summary/Tom-Heaton-Match-Logs
EPL,2018-2019,194,Jordan Henderson,eng ENG,MF,Liverpool,28,1990,https://fbref.com/en/players/935e6b8f/matchlogs/2018-2019/summary/Jordan-Henderson-Match-Logs
EPL,2018-2019,195,Jeff Hendrick,ie IRL,"MF,FW",Burnley,26,1992,https://fbref.com/en/players/989d5705/matchlogs/2018-2019/summary/Jeff-Hendrick-Match-Logs
EPL,2018-2019,196,Wayne Hennessey,wal WAL,GK,Crystal Palace,31,1987,https://fbref.com/en/players/76eca7e2/matchlogs/2018-2019/summary/Wayne-Hennessey-Match-Logs
EPL,2018-2019,197,Javier Hernández,mx MEX,FW,West Ham,30,1988,https://fbref.com/en/players/189cee7b/matchlogs/2018-2019/summary/Javier-Hernandez-Match-Logs
EPL,2018-2019,198,Ander Herrera,es ESP,MF,Manchester Utd,28,1989,https://fbref.com/en/players/436a9dd0/matchlogs/2018-2019/summary/Ander-Herrera-Match-Logs
EPL,2018-2019,199,Son Heung-min,kr KOR,"FW,MF",Tottenham,26,1992,https://fbref.com/en/players/92e7e919/matchlogs/2018-2019/summary/Son-Heung-min-Match-Logs
EPL,2018-2019,200,Gonzalo Higuaín,ar ARG,FW,Chelsea,30,1987,https://fbref.com/en/players/8a08491a/matchlogs/2018-2019/summary/Gonzalo-Higuain-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,201,Wesley Hoedt,nl NED,DF,Southampton,24,1994,https://fbref.com/en/players/875898c7/matchlogs/2018-2019/summary/Wesley-Hoedt-Match-Logs
EPL,2018-2019,202,Jonathan Hogg,eng ENG,MF,Huddersfield,29,1988,https://fbref.com/en/players/9306d5ea/matchlogs/2018-2019/summary/Jonathan-Hogg-Match-Logs
EPL,2018-2019,203,Junior Hoilett,ca CAN,"FW,MF",Cardiff City,28,1990,https://fbref.com/en/players/33af5b9e/matchlogs/2018-2019/summary/Junior-Hoilett-Match-Logs
EPL,2018-2019,204,Rob Holding,eng ENG,DF,Arsenal,22,1995,https://fbref.com/en/players/d79a8c87/matchlogs/2018-2019/summary/Rob-Holding-Match-Logs
EPL,2018-2019,205,José Holebas,gr GRE,DF,Watford,34,1984,https://fbref.com/en/players/12aa7661/matchlogs/2018-2019/summary/Jose-Holebas-Match-Logs
EPL,2018-2019,206,Mason Holgate,eng ENG,DF,Everton,21,1996,https://fbref.com/en/players/d0042ab9/matchlogs/2018-2019/summary/Mason-Holgate-Match-Logs
EPL,2018-2019,207,Callum Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,https://fbref.com/en/players/15f3ec41/matchlogs/2018-2019/summary/Callum-Hudson-Odoi-Match-Logs
EPL,2018-2019,208,Will Hughes,eng ENG,"MF,FW",Watford,23,1995,https://fbref.com/en/players/a0666d3e/matchlogs/2018-2019/summary/Will-Hughes-Match-Logs
EPL,2018-2019,209,Emerson Hyndman,us USA,MF,Bournemouth,22,1996,https://fbref.com/en/players/3be1a627/matchlogs/2018-2019/summary/Emerson-Hyndman-Match-Logs
EPL,2018-2019,210,Pierre Højbjerg,dk DEN,MF,Southampton,22,1995,https://fbref.com/en/players/8b04d6c1/matchlogs/2018-2019/summary/Pierre-Hojbjerg-Match-Logs
EPL,2018-2019,211,Jordon Ibe,eng ENG,"MF,FW",Bournemouth,22,1995,https://fbref.com/en/players/9f736ed2/matchlogs/2018-2019/summary/Jordon-Ibe-Match-Logs
EPL,2018-2019,212,Vicente Iborra,es ESP,MF,Leicester City,30,1988,https://fbref.com/en/players/ad1ffcfd/matchlogs/2018-2019/summary/Vicente-Iborra-Match-Logs
EPL,2018-2019,213,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,21,1996,https://fbref.com/en/players/c92e1a31/matchlogs/2018-2019/summary/Kelechi-Iheanacho-Match-Logs
EPL,2018-2019,214,Danny Ings,eng ENG,FW,Southampton,26,1992,https://fbref.com/en/players/07802f7f/matchlogs/2018-2019/summary/Danny-Ings-Match-Logs
EPL,2018-2019,215,Alex Iwobi,ng NGA,"FW,MF",Arsenal,22,1996,https://fbref.com/en/players/6ca5ec4b/matchlogs/2018-2019/summary/Alex-Iwobi-Match-Logs
EPL,2018-2019,216,José Izquierdo,co COL,"MF,FW",Brighton,26,1992,https://fbref.com/en/players/ca2bc3df/matchlogs/2018-2019/summary/Jose-Izquierdo-Match-Logs
EPL,2018-2019,217,Phil Jagielka,eng ENG,"DF,MF",Everton,35,1982,https://fbref.com/en/players/3233eefd/matchlogs/2018-2019/summary/Phil-Jagielka-Match-Logs
EPL,2018-2019,218,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,24,1993,https://fbref.com/en/players/08452314/matchlogs/2018-2019/summary/Alireza-Jahanbakhsh-Match-Logs
EPL,2018-2019,219,Daryl Janmaat,nl NED,DF,Watford,29,1989,https://fbref.com/en/players/45da6694/matchlogs/2018-2019/summary/Daryl-Janmaat-Match-Logs
EPL,2018-2019,220,Vincent Janssen,nl NED,FW,Tottenham,24,1994,https://fbref.com/en/players/31dce0c8/matchlogs/2018-2019/summary/Vincent-Janssen-Match-Logs
EPL,2018-2019,221,Carl Jenkinson,eng ENG,DF,Arsenal,26,1992,https://fbref.com/en/players/874125a3/matchlogs/2018-2019/summary/Carl-Jenkinson-Match-Logs
EPL,2018-2019,222,Gabriel Jesus,br BRA,FW,Manchester City,21,1997,https://fbref.com/en/players/b66315ae/matchlogs/2018-2019/summary/Gabriel-Jesus-Match-Logs
EPL,2018-2019,223,Raúl Jiménez,mx MEX,FW,Wolves,27,1991,https://fbref.com/en/players/b561db50/matchlogs/2018-2019/summary/Raul-Jimenez-Match-Logs
EPL,2018-2019,224,Stefan Johansen,no NOR,MF,Fulham,27,1991,https://fbref.com/en/players/a48da055/matchlogs/2018-2019/summary/Stefan-Johansen-Match-Logs
EPL,2018-2019,225,Ben Johnson,eng ENG,DF,West Ham,18,2000,https://fbref.com/en/players/9319781b/matchlogs/2018-2019/summary/Ben-Johnson-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,226,Tyreke Johnson,eng ENG,FW,Southampton,19,1998,https://fbref.com/en/players/4701e130/matchlogs/2018-2019/summary/Tyreke-Johnson-Match-Logs
EPL,2018-2019,227,Phil Jones,eng ENG,DF,Manchester Utd,26,1992,https://fbref.com/en/players/def899bd/matchlogs/2018-2019/summary/Phil-Jones-Match-Logs
EPL,2018-2019,228,Jorginho,it ITA,MF,Chelsea,26,1991,https://fbref.com/en/players/45db685d/matchlogs/2018-2019/summary/Jorginho-Match-Logs
EPL,2018-2019,229,Joselu,es ESP,FW,Newcastle Utd,28,1990,https://fbref.com/en/players/6265208f/matchlogs/2018-2019/summary/Joselu-Match-Logs
EPL,2018-2019,230,Diogo Jota,pt POR,"FW,MF",Wolves,21,1996,https://fbref.com/en/players/178ae8f8/matchlogs/2018-2019/summary/Diogo-Jota-Match-Logs
EPL,2018-2019,231,Mathias Jørgensen,dk DEN,DF,Huddersfield,28,1990,https://fbref.com/en/players/0db5d2c8/matchlogs/2018-2019/summary/Mathias-Jorgensen-Match-Logs
EPL,2018-2019,232,Christian Kabasele,be BEL,DF,Watford,27,1991,https://fbref.com/en/players/914ab9a1/matchlogs/2018-2019/summary/Christian-Kabasele-Match-Logs
EPL,2018-2019,233,Elias Kachunga,cd COD,"FW,MF",Huddersfield,26,1992,https://fbref.com/en/players/5bddccc9/matchlogs/2018-2019/summary/Elias-Kachunga-Match-Logs
EPL,2018-2019,234,Aboubakar Kamara,mr MTN,"FW,MF",Fulham,23,1995,https://fbref.com/en/players/4047c976/matchlogs/2018-2019/summary/Aboubakar-Kamara-Match-Logs
EPL,2018-2019,235,Harry Kane,eng ENG,FW,Tottenham,25,1993,https://fbref.com/en/players/21a66f6a/matchlogs/2018-2019/summary/Harry-Kane-Match-Logs
EPL,2018-2019,236,N'Golo Kanté,fr FRA,MF,Chelsea,27,1991,https://fbref.com/en/players/b9fbae28/matchlogs/2018-2019/summary/NGolo-Kante-Match-Logs
EPL,2018-2019,237,Beram Kayal,il ISR,MF,Brighton,30,1988,https://fbref.com/en/players/26679cdf/matchlogs/2018-2019/summary/Beram-Kayal-Match-Logs
EPL,2018-2019,238,Michael Keane,eng ENG,DF,Everton,25,1993,https://fbref.com/en/players/c5b7c315/matchlogs/2018-2019/summary/Michael-Keane-Match-Logs
EPL,2018-2019,239,Neeskens Kebano,cd COD,"FW,MF",Fulham,26,1992,https://fbref.com/en/players/18b999f4/matchlogs/2018-2019/summary/Neeskens-Kebano-Match-Logs
EPL,2018-2019,240,Naby Keïta,gn GUI,MF,Liverpool,23,1995,https://fbref.com/en/players/f25c8e3a/matchlogs/2018-2019/summary/Naby-Keita-Match-Logs
EPL,2018-2019,241,Martin Kelly,eng ENG,DF,Crystal Palace,28,1990,https://fbref.com/en/players/d7492450/matchlogs/2018-2019/summary/Martin-Kelly-Match-Logs
EPL,2018-2019,242,Kenedy,br BRA,"MF,FW",Newcastle Utd,22,1996,https://fbref.com/en/players/5eebbfdf/matchlogs/2018-2019/summary/Kenedy-Match-Logs
EPL,2018-2019,243,Jonjoe Kenny,eng ENG,DF,Everton,21,1997,https://fbref.com/en/players/099e666f/matchlogs/2018-2019/summary/Jonjoe-Kenny-Match-Logs
EPL,2018-2019,244,Max Kilman,eng ENG,DF,Wolves,21,1997,https://fbref.com/en/players/d0f72bf1/matchlogs/2018-2019/summary/Max-Kilman-Match-Logs
EPL,2018-2019,245,Joshua King,no NOR,FW,Bournemouth,26,1992,https://fbref.com/en/players/43458538/matchlogs/2018-2019/summary/Joshua-King-Match-Logs
EPL,2018-2019,246,Anthony Knockaert,fr FRA,"FW,MF",Brighton,26,1991,https://fbref.com/en/players/6c679c6d/matchlogs/2018-2019/summary/Anthony-Knockaert-Match-Logs
EPL,2018-2019,247,Sead Kolašinac,ba BIH,DF,Arsenal,25,1993,https://fbref.com/en/players/3935e52e/matchlogs/2018-2019/summary/Sead-Kolasinac-Match-Logs
EPL,2018-2019,248,Vincent Kompany,be BEL,DF,Manchester City,32,1986,https://fbref.com/en/players/d2bff301/matchlogs/2018-2019/summary/Vincent-Kompany-Match-Logs
EPL,2018-2019,249,Terence Kongolo,nl NED,DF,Huddersfield,24,1994,https://fbref.com/en/players/1f9a3a04/matchlogs/2018-2019/summary/Terence-Kongolo-Match-Logs
EPL,2018-2019,250,Laurent Koscielny,fr FRA,DF,Arsenal,32,1985,https://fbref.com/en/players/f5efb153/matchlogs/2018-2019/summary/Laurent-Koscielny-Match-Logs
EPL,2018-2019,Rk,Player,Nation,Pos,Squad,Age,Born,Matches
EPL,2018-2019,251,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,28,1989,https://fbref.com/en/players/8d3c902d/matchlogs/2018-2019/summary/Cheikhou-Kouyate-Match-Logs
EPL,2018-2019,252,Mateo Kovačić,hr CRO,MF,Chelsea,24,1994,https://fbref.com/en/players/79c0821a/matchlogs/2018-2019/summary/Mateo-Kovacic-Match-Logs
EPL,2018-2019,253,Rajiv van La Parra,nl NED,"MF,FW",Huddersfield,27,1991,https://fbref.com/en/players/1931bde9/matchlogs/2018-2019/summary/Rajiv-van-La-Parra-Match-Logs
EPL,2018-2019,254,Alexandre Lacazette,fr FRA,FW,Arsenal,27,1991,https://fbref.com/en/players/9dbb75ca/matchlogs/2018-2019/summary/Alexandre-Lacazette-Match-Logs
EPL,2018-2019,255,Adam Lallana,eng ENG,"MF,FW",Liverpool,30,1988,https://fbref.com/en/players/99813635/matchlogs/2018-2019/summary/Adam-Lallana-Match-Logs
EPL,2018-2019,256,Érik Lamela,ar ARG,"FW,MF",Tottenham,26,1992,https://fbref.com/en/players/abe66106/matchlogs/2018-2019/summary/Erik-Lamela-Match-Logs
EPL,2018-2019,257,Manuel Lanzini,ar ARG,MF,West Ham,25,1993,https://fbref.com/en/players/26f6dca8/matchlogs/2018-2019/summary/Manuel-Lanzini-Match-Logs
EPL,2018-2019,258,Aymeric Laporte,fr FRA,DF,Manchester City,24,1994,https://fbref.com/en/players/119b9a8e/matchlogs/2018-2019/summary/Aymeric-Laporte-Match-Logs
EPL,2018-2019,259,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,24,1993,https://fbref.com/en/players/450ab6fc/matchlogs/2018-2019/summary/Jamaal-Lascelles-Match-Logs
EPL,2018-2019,260,Maxime Le Marchand,fr FRA,DF,Fulham,28,1989,https://fbref.com/en/players/321a71a7/matchlogs/2018-2019/summary/Maxime-Le-Marchand-Match-Logs
EPL,2018-2019,261,Florian Lejeune,fr FRA,DF,Newcastle Utd,27,1991,https://fbref.com/en/players/6eaed4eb/matchlogs/2018-2019/summary/Florian-Lejeune-Match-Logs
EPL,2018-2019,262,Mario Lemina,ga GAB,MF,Southampton,24,1993,https://fbref.com/en/players/2b471f99/matchlogs/2018-2019/summary/Mario-Lemina-Match-Logs
EPL,2018-2019,263,Aaron Lennon,eng ENG,"FW,MF",Burnley,31,1987,https://fbref.com/en/players/2ff964a0/matchlogs/2018-2019/summary/Aaron-Lennon-Match-Logs
EPL,2018-2019,264,Bernd Leno,de GER,GK,Arsenal,26,1992,https://fbref.com/en/players/2628fd2b/matchlogs/2018-2019/summary/Bernd-Leno-Match-Logs
EPL,2018-2019,265,Jefferson Lerma,co COL,MF,Bournemouth,23,1994,https://fbref.com/en/players/9b5ce51a/matchlogs/2018-2019/summary/Jefferson-Lerma-Match-Logs
