Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-12-10,Mon,PL2 — Div. 2,Matchweek 12,Home,W 2–1,Newcastle Utd,Norwich City,Y,CB,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-01-02,Wed,Premier League,Matchweek 21,Home,L 0–2,Newcastle Utd,Manchester Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-01-05,Sat,FA Cup,Third round,Home,D 1–1,Newcastle Utd,Blackburn,Y,CB,90,0,0,0,0,4,0,0,0,,,,3,,,,,,,,,,,,,,,Match Report
2018-2019,2019-01-12,Sat,Premier League,Matchweek 22,Away,L 1–2,Newcastle Utd,Chelsea,Y,CB,90,0,0,0,0,1,1,0,0,73,20,5,2,4,0.0,0.0,0.0,1,0,42,55,76.4,1,37,1,0,0,Match Report
2018-2019,2019-01-19,Sat,Premier League,Matchweek 23,Home,W 3–0,Newcastle Utd,Cardiff City,Y,CB,90,0,0,0,0,0,0,0,0,67,9,3,0,4,0.0,0.0,0.0,0,0,45,53,84.9,2,39,1,0,0,Match Report
2018-2019,2019-01-26,Sat,FA Cup,Fourth round,Home,L 0–2,Newcastle Utd,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2019-01-29,Tue,Premier League,Matchweek 24,Home,W 2–1,Newcastle Utd,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,26,13,3,1,2,0.0,0.0,0.0,0,0,9,15,60.0,1,13,0,0,0,Match Report
2018-2019,2019-02-02,Sat,Premier League,Matchweek 25,Away,L 0–1,Newcastle Utd,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,37,13,0,0,3,0.0,0.0,0.0,0,0,23,31,74.2,0,21,1,0,0,Match Report
2018-2019,2019-02-11,Mon,Premier League,Matchweek 26,Away,D 1–1,Newcastle Utd,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,71,14,2,1,2,0.0,0.0,0.0,0,0,48,58,82.8,1,43,1,0,0,Match Report
2018-2019,2019-02-23,Sat,Premier League,Matchweek 27,Home,W 2–0,Newcastle Utd,Huddersfield,Y,CB,90,0,0,0,0,3,0,0,0,93,13,1,1,4,0.2,0.2,0.0,2,0,68,79,86.1,8,64,11,0,0,Match Report
2018-2019,2019-02-26,Tue,Premier League,Matchweek 28,Home,W 2–0,Newcastle Utd,Burnley,Y,CB,90,0,0,0,0,1,0,0,0,58,10,1,0,2,0.1,0.1,0.0,0,0,36,47,76.6,2,32,2,1,1,Match Report
2018-2019,2019-03-02,Sat,Premier League,Matchweek 29,Away,L 0–2,Newcastle Utd,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,58,19,3,0,1,0.0,0.0,0.0,0,0,38,47,80.9,2,35,1,0,0,Match Report
2018-2019,2019-03-09,Sat,Premier League,Matchweek 30,Home,W 3–2,Newcastle Utd,Everton,Y,CB,90,0,0,0,0,0,0,0,0,57,10,1,1,3,0.0,0.0,0.2,2,0,30,43,69.8,3,32,4,1,1,Match Report
2018-2019,2019-03-16,Sat,Premier League,Matchweek 31,Away,D 2–2,Newcastle Utd,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,64,12,4,6,1,0.0,0.0,0.0,1,1,42,54,77.8,4,36,2,1,1,Match Report
2018-2019,2019-04-01,Mon,Premier League,Matchweek 32,Away,L 0–2,Newcastle Utd,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,48,25,4,3,3,0.0,0.0,0.0,0,0,19,38,50.0,3,28,0,0,0,Match Report
2018-2019,2019-04-06,Sat,Premier League,Matchweek 33,Home,L 0–1,Newcastle Utd,Crystal Palace,Y,CB,64,0,0,0,0,1,1,0,0,42,15,2,2,0,0.2,0.2,0.1,2,0,27,34,79.4,5,25,3,0,0,Match Report
