Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-10-28,Sun,Premier League,Matchweek 10,Home,L 0–4,Burnley,Chelsea,Y,LW,90,0,0,0,0,3,0,1,0,45,16,1,1,3,0.2,0.2,0.1,3,0,18,29,62.1,1,29,2,1,2,Match Report
2018-2019,2018-11-03,Sat,Premier League,Matchweek 11,Away,L 2–4,Burnley,West Ham,N,LW,16,0,1,0,0,0,0,1,0,11,3,0,0,0,0.0,0.0,0.1,1,1,4,8,50.0,1,5,1,0,0,Match Report
2018-2019,2018-11-10,Sat,Premier League,Matchweek 12,Away,D 0–0,Burnley,Leicester City,N,LM,26,0,0,0,0,1,0,0,0,14,4,0,0,0,0.1,0.1,0.1,2,0,6,11,54.5,0,8,2,0,0,Match Report
2018-2019,2018-11-15,Thu,Friendlies (M),Friendlies (M),Home,D 0–0,ie Republic of Ireland,nir Northern Ireland,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-19,Mon,UEFA Nations League,League B,Away,D 0–0,ie Republic of Ireland,dk Denmark,Y,CM,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-26,Mon,Premier League,Matchweek 13,Home,L 1–2,Burnley,Newcastle Utd,Y,LW,82,0,0,0,0,1,0,0,0,54,19,1,0,1,0.1,0.1,0.3,2,0,26,46,56.5,3,36,5,1,2,Match Report
2018-2019,2018-12-01,Sat,Premier League,Matchweek 14,Away,L 0–2,Burnley,Crystal Palace,N,RM,45,0,0,0,0,0,0,0,0,27,9,1,0,2,0.0,0.0,0.0,2,0,13,19,68.4,1,13,3,0,0,Match Report
2018-2019,2018-12-05,Wed,Premier League,Matchweek 15,Home,L 1–3,Burnley,Liverpool,Y,LM,70,0,0,0,0,0,0,0,0,28,27,2,2,4,0.0,0.0,0.0,0,0,7,19,36.8,1,12,3,0,0,Match Report
2018-2019,2018-12-08,Sat,Premier League,Matchweek 16,Home,W 1–0,Burnley,Brighton,Y,LM,90,0,0,0,0,3,1,0,0,37,43,1,0,1,0.1,0.1,0.1,4,0,13,25,52.0,2,22,9,2,3,Match Report
2018-2019,2018-12-15,Sat,Premier League,Matchweek 17,Away,L 0–1,Burnley,Tottenham,Y,LW,89,0,0,0,0,0,0,1,0,38,12,1,0,2,0.0,0.0,0.0,2,0,17,30,56.7,2,18,1,0,0,Match Report
2018-2019,2019-01-02,Wed,Premier League,Matchweek 21,Away,W 2–1,Burnley,Huddersfield,N,LM,27,0,0,0,0,2,1,0,1,18,3,0,0,1,0.1,0.1,0.3,2,0,10,15,66.7,0,17,4,1,1,Match Report
2018-2019,2019-01-26,Sat,FA Cup,Fourth round,Away,L 0–5,Burnley,Manchester City,Y,LM,45,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
