Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att_Passes,Cmp%,Prog_Passes,Carries,Prog_2_Carries,Succ,Att_2_Dribbles,Match Report
2018-2019,2018-08-12,Sun,Premier League,Matchweek 1,Away,L 0–4,West Ham,Liverpool,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-18,Sat,Premier League,Matchweek 2,Home,L 1–2,West Ham,Bournemouth,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
2018-2019,2018-08-25,Sat,Premier League,Matchweek 3,Away,L 1–3,West Ham,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,34,5,1,0,6,0.0,0.0,0.0,0,0,12,18,66.7,0,9,1,0,0,Match Report
2018-2019,2018-08-28,Tue,EFL Cup,Second round,Away,W 3–1,West Ham,AFC Wimbledon,Y,CB,90,1,0,0,0,2,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-01,Sat,Premier League,Matchweek 4,Home,L 0–1,West Ham,Wolves,Y,CB,90,0,0,0,0,1,0,0,0,52,6,5,2,0,0.1,0.1,0.0,0,0,36,43,83.7,2,27,0,0,0,Match Report
2018-2019,2018-09-16,Sun,Premier League,Matchweek 5,Away,W 3–1,West Ham,Everton,Y,CB,90,0,0,0,0,1,1,0,0,29,4,3,1,2,0.1,0.1,0.0,0,0,16,19,84.2,1,12,1,0,0,Match Report
2018-2019,2018-09-23,Sun,Premier League,Matchweek 6,Home,D 0–0,West Ham,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,28,10,0,2,2,0.0,0.0,0.0,1,0,19,20,95.0,0,14,0,0,0,Match Report
2018-2019,2018-09-26,Wed,EFL Cup,Third round,Home,W 8–0,West Ham,Macclesfield,Y,CB,90,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2018-09-29,Sat,Premier League,Matchweek 7,Home,W 3–1,West Ham,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,37,1,2,0,2,0.0,0.0,0.0,0,0,24,28,85.7,0,23,0,1,1,Match Report
2018-2019,2018-10-05,Fri,Premier League,Matchweek 8,Away,L 0–1,West Ham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,52,2,0,0,0,0.0,0.0,0.0,0,0,41,50,82.0,3,31,2,2,2,Match Report
2018-2019,2018-10-20,Sat,Premier League,Matchweek 9,Home,L 0–1,West Ham,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,45,10,6,0,5,0.0,0.0,0.0,0,0,32,33,97.0,2,28,5,0,0,Match Report
2018-2019,2018-10-27,Sat,Premier League,Matchweek 10,Away,D 1–1,West Ham,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,31,5,1,1,2,0.0,0.0,0.0,0,0,14,21,66.7,0,13,0,0,0,Match Report
2018-2019,2018-10-31,Wed,EFL Cup,Fourth round,Home,L 1–3,West Ham,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report
2018-2019,2018-11-03,Sat,Premier League,Matchweek 11,Home,W 4–2,West Ham,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,60,6,2,2,2,0.0,0.0,0.0,0,0,46,51,90.2,3,29,0,0,0,Match Report
2018-2019,2018-11-10,Sat,Premier League,Matchweek 12,Away,D 1–1,West Ham,Huddersfield,Y,CB,90,0,0,0,0,1,0,0,0,52,3,4,0,0,0.1,0.1,0.0,0,0,37,41,90.2,2,30,4,0,0,Match Report
2018-2019,2018-11-24,Sat,Premier League,Matchweek 13,Home,L 0–4,West Ham,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,34,8,1,1,0,0.0,0.0,0.0,0,0,23,28,82.1,1,23,0,0,0,Match Report
2018-2019,2018-12-01,Sat,Premier League,Matchweek 14,Away,W 3–0,West Ham,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,0,0,41,10,6,0,3,0.1,0.1,0.0,0,0,20,26,76.9,0,16,1,0,0,Match Report
