Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Home,L 0–1,QPR,Hull City,Y,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Match Report
2014-2015,2014-08-24,Sun,Premier League,Matchweek 2,Away,L 0–4,QPR,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-27,Wed,League Cup,Second round,Away,L 0–1,QPR,Burton Albion,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Away,L 0–2,Leicester City,Crystal Palace,N,,27,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,,,Match Report
2014-2015,2014-12-07,Sun,Premier League,Matchweek 15,Away,L 1–2,Leicester City,Aston Villa,Y,,90,0,0,0,0,0,0,0,0,2,1,0,1,2,3,0,,,Match Report
2014-2015,2014-12-13,Sat,Premier League,Matchweek 16,Home,L 0–1,Leicester City,Manchester City,Y,,90,0,0,0,0,0,0,0,0,3,1,0,5,2,1,0,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Away,L 0–2,Leicester City,West Ham,Y,,90,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Home,L 1–2,Leicester City,Tottenham,Y,,90,0,0,0,0,0,0,0,0,1,1,0,6,3,3,0,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Away,W 1–0,Leicester City,Hull City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,D 2–2,Leicester City,Liverpool,Y,,90,0,0,0,0,0,0,0,0,2,1,0,3,3,5,0,,,Match Report
2014-2015,2015-01-03,Sat,FA Cup,Third round,Home,W 1–0,Leicester City,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Home,W 1–0,Leicester City,Aston Villa,Y,,90,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,,,Match Report
2014-2015,2015-01-17,Sat,Premier League,Matchweek 22,Home,L 0–1,Leicester City,Stoke City,Y,,90,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,,,Match Report
2014-2015,2015-01-24,Sat,FA Cup,Fourth round,Away,W 2–1,Leicester City,Tottenham,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-31,Sat,Premier League,Matchweek 23,Away,L 1–3,Leicester City,Manchester Utd,Y,,90,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,,,Match Report
2014-2015,2015-02-07,Sat,Premier League,Matchweek 24,Home,L 0–1,Leicester City,Crystal Palace,Y,,78,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,,,Match Report
2014-2015,2015-02-10,Tue,Premier League,Matchweek 25,Away,L 1–2,Leicester City,Arsenal,Y,,90,0,0,0,0,0,0,1,0,3,1,0,4,1,3,0,,,Match Report
2014-2015,2015-02-15,Sun,FA Cup,Fifth round,Away,L 1–2,Leicester City,Aston Villa,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2015-02-22,Sun,Premier League,Matchweek 26,Away,D 2–2,Leicester City,Everton,Y,,90,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,,,Match Report
2014-2015,2015-03-04,Wed,Premier League,Matchweek 28,Away,L 0–2,Leicester City,Manchester City,Y,,90,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,,,Match Report
