Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-07-04,Fri,FIFA World Cup,Quarter-finals,Neutral,W 2–1,br Brazil,co Colombia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-07-08,Tue,FIFA World Cup,Semi-finals,Neutral,L 1–7,br Brazil,de Germany,N,,21,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-07-12,Sat,FIFA World Cup,Third-place match,Neutral,L 0–3,br Brazil,nl Netherlands,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-18,Mon,Premier League,Matchweek 1,Away,W 3–1,Chelsea,Burnley,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,W 2–0,Chelsea,Leicester City,N,,21,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Away,W 6–3,Chelsea,Everton,Y,,74,0,0,0,0,0,0,0,0,2,1,0,2,4,0,0,,,Match Report
2014-2015,2014-09-05,Fri,Friendlies (M),Friendlies (M),Home,W 1–0,br Brazil,co Colombia,Y,AM,71,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-09,Tue,Friendlies (M),Friendlies (M),Home,W 1–0,br Brazil,ec Ecuador,Y,AM,45,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Home,W 4–2,Chelsea,Swansea City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-17,Wed,Champions Lg,Group stage,Home,D 1–1,eng Chelsea,de Schalke 04,Y,,74,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2014-09-21,Sun,Premier League,Matchweek 5,Away,D 1–1,Chelsea,Manchester City,Y,,62,0,0,0,0,0,0,0,0,1,7,0,1,2,0,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Home,W 3–0,Chelsea,Aston Villa,Y,,90,1,1,0,0,5,2,0,0,0,1,0,4,0,1,0,,,Match Report
