Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-07-31,Thu,Europa Lg,Third qualifying round,Home,W 1–0,de Mainz 05,gr Asteras Tripoli,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-07,Thu,Europa Lg,Third qualifying round,Away,L 1–3,de Mainz 05,gr Asteras Tripoli,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-08-15,Fri,DFB-Pokal,First round,Away,L 5 (4)–5 (5),Mainz 05,Chemnitzer FC,Y,,59,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-24,Sun,Bundesliga,Matchweek 1,Away,D 2–2,Mainz 05,Paderborn 07,Y,,83,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,,,Match Report
2014-2015,2014-08-31,Sun,Bundesliga,Matchweek 2,Home,D 0–0,Mainz 05,Hannover 96,N,,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,Match Report
2014-2015,2014-09-07,Sun,Friendlies (M),Friendlies (M),Home,D 1–1,rs Serbia,fr France,N,,30,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2014-09-13,Sat,Bundesliga,Matchweek 3,Away,W 3–1,Mainz 05,Hertha BSC,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-20,Sat,Bundesliga,Matchweek 4,Home,W 2–0,Mainz 05,Dortmund,N,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report
2014-2015,2014-09-23,Tue,Bundesliga,Matchweek 5,Away,D 2–2,Mainz 05,Eint Frankfurt,Y,,60,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,,,Match Report
2014-2015,2014-09-26,Fri,Bundesliga,Matchweek 6,Home,D 0–0,Mainz 05,Hoffenheim,Y,,61,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,,,Match Report
2014-2015,2014-10-05,Sun,Bundesliga,Matchweek 7,Away,D 1–1,Mainz 05,M'Gladbach,Y,,60,0,0,0,0,3,0,1,0,2,2,0,0,1,1,0,,,Match Report
2014-2015,2014-10-11,Sat,Euro Qualifying,Group stage,Away,D 1–1,rs Serbia,am Armenia,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-10-18,Sat,Bundesliga,Matchweek 8,Home,W 2–1,Mainz 05,Augsburg,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-10-26,Sun,Bundesliga,Matchweek 9,Away,L 0–3,Mainz 05,Wolfsburg,Y,,62,0,0,0,0,3,1,0,0,2,3,0,0,2,1,0,,,Match Report
2014-2015,2014-11-01,Sat,Bundesliga,Matchweek 10,Home,L 1–2,Mainz 05,Werder Bremen,N,,23,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,Match Report
2014-2015,2014-11-08,Sat,Bundesliga,Matchweek 11,Away,D 0–0,Mainz 05,Leverkusen,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-11-14,Fri,Euro Qualifying,Group stage,Home,L 1–3,rs Serbia,dk Denmark,Y,AM,45,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,Match Report
2014-2015,2014-11-18,Tue,Friendlies (M),Friendlies (M),Away,W 2–0,rs Serbia,gr Greece,N,,25,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-22,Sat,Bundesliga,Matchweek 12,Home,D 2–2,Mainz 05,Freiburg,N,,18,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,,,Match Report
2014-2015,2014-11-29,Sat,Bundesliga,Matchweek 13,Away,L 1–4,Mainz 05,Schalke 04,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-07,Sun,Bundesliga,Matchweek 14,Away,L 1–2,Mainz 05,Hamburger SV,Y,,66,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,,,Match Report
2014-2015,2014-12-13,Sat,Bundesliga,Matchweek 15,Home,D 1–1,Mainz 05,Stuttgart,N,,21,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,Match Report
2014-2015,2015-02-11,Wed,Premier League,Matchweek 25,Home,D 0–0,Southampton,West Ham,N,,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report
2014-2015,2015-02-22,Sun,Premier League,Matchweek 26,Home,L 0–2,Southampton,Liverpool,Y,,74,0,0,0,0,1,1,0,0,2,1,0,1,0,2,0,,,Match Report
2014-2015,2015-02-28,Sat,Premier League,Matchweek 27,Away,L 0–1,Southampton,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-03,Tue,Premier League,Matchweek 28,Home,W 1–0,Southampton,Crystal Palace,Y,,77,0,0,0,0,3,0,0,0,0,1,0,2,3,1,0,,,Match Report
2014-2015,2015-03-15,Sun,Premier League,Matchweek 29,Away,D 1–1,Southampton,Chelsea,N,,20,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Home,W 2–0,Southampton,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-29,Sun,Euro Qualifying,Group stage,Away,L 1–2,rs Serbia,pt Portugal,N,,26,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,Match Report
2014-2015,2015-04-04,Sat,Premier League,Matchweek 31,Away,L 0–1,Southampton,Everton,N,,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report
