Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-08-16,Sat,Premier League,Matchweek 1,Away,L 1–2,Crystal Palace,Arsenal,Y,,90,1,0,0,0,1,1,0,0,2,0,0,0,2,2,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,L 1–3,Crystal Palace,West Ham,Y,,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report
2014-2015,2014-08-26,Tue,League Cup,Second round,Away,W 3–0,Crystal Palace,Walsall,N,,45,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Away,D 3–3,Crystal Palace,Newcastle Utd,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-24,Wed,League Cup,Third round,Home,L 2–3,Crystal Palace,Newcastle Utd,Y,,120,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-10-18,Sat,Premier League,Matchweek 8,Home,L 1–2,Crystal Palace,Chelsea,Y,,90,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,,,Match Report
2014-2015,2014-10-25,Sat,Premier League,Matchweek 9,Away,D 2–2,Crystal Palace,West Brom,Y,,90,1,0,0,0,2,1,0,0,0,1,0,0,1,5,0,,,Match Report
2014-2015,2014-11-03,Mon,Premier League,Matchweek 10,Home,L 1–3,Crystal Palace,Sunderland,Y,,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report
2014-2015,2014-11-23,Sun,Premier League,Matchweek 12,Home,W 3–1,Crystal Palace,Liverpool,N,,55,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,Match Report
2014-2015,2014-11-29,Sat,Premier League,Matchweek 13,Away,D 1–1,Crystal Palace,Swansea City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,,,Match Report
2014-2015,2014-12-02,Tue,Premier League,Matchweek 14,Home,L 0–1,Crystal Palace,Aston Villa,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,Match Report
2014-2015,2014-12-06,Sat,Premier League,Matchweek 15,Away,D 0–0,Crystal Palace,Tottenham,Y,,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,Match Report
2014-2015,2014-12-13,Sat,Premier League,Matchweek 16,Home,D 1–1,Crystal Palace,Stoke City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Away,L 0–3,Crystal Palace,Manchester City,Y,,90,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Home,L 1–3,Crystal Palace,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-12-28,Sun,Premier League,Matchweek 19,Away,D 0–0,Crystal Palace,QPR,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Away,D 0–0,Crystal Palace,Aston Villa,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-04,Sun,FA Cup,Third round,Away,W 4–0,Crystal Palace,Dover Athletic,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-10,Sat,Premier League,Matchweek 21,Home,W 2–1,Crystal Palace,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-17,Sat,Premier League,Matchweek 22,Away,W 3–2,Crystal Palace,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-24,Sat,FA Cup,Fourth round,Away,W 3–2,Crystal Palace,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-01-31,Sat,Premier League,Matchweek 23,Home,L 0–1,Crystal Palace,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-07,Sat,Premier League,Matchweek 24,Away,W 1–0,Crystal Palace,Leicester City,N,,45,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,,Match Report
2014-2015,2015-02-11,Wed,Premier League,Matchweek 25,Home,D 1–1,Crystal Palace,Newcastle Utd,Y,,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,,Match Report
2014-2015,2015-02-14,Sat,FA Cup,Fifth round,Home,L 1–2,Crystal Palace,Liverpool,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-21,Sat,Premier League,Matchweek 26,Home,L 1–2,Crystal Palace,Arsenal,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-02-28,Sat,Premier League,Matchweek 27,Away,W 3–1,Crystal Palace,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-03,Tue,Premier League,Matchweek 28,Away,L 0–1,Crystal Palace,Southampton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-14,Sat,Premier League,Matchweek 29,Home,W 3–1,Crystal Palace,QPR,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Away,W 2–1,Crystal Palace,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-04-06,Mon,Premier League,Matchweek 31,Home,W 2–1,Crystal Palace,Manchester City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-04-11,Sat,Premier League,Matchweek 32,Away,W 4–1,Crystal Palace,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-04-18,Sat,Premier League,Matchweek 33,Home,L 0–2,Crystal Palace,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-04-25,Sat,Premier League,Matchweek 34,Home,L 0–2,Crystal Palace,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-05-03,Sun,Premier League,Matchweek 35,Away,L 0–1,Crystal Palace,Chelsea,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2015-05-24,Sun,Premier League,Matchweek 38,Home,W 1–0,Crystal Palace,Swansea City,Y,,90,0,0,0,0,0,0,1,0,2,2,0,0,1,5,0,,,Match Report
