Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-07-04,Fri,FIFA World Cup,Quarter-finals,Neutral,W 1–0,de Germany,fr France,N,,22,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-07-08,Tue,FIFA World Cup,Semi-finals,Neutral,W 7–1,de Germany,br Brazil,N,,33,2,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-07-13,Sun,FIFA World Cup,Final,Neutral,W 1–0,de Germany,ar Argentina,N,,89,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-08-18,Mon,Premier League,Matchweek 1,Away,W 3–1,Chelsea,Burnley,Y,,77,1,0,0,0,5,1,0,0,1,1,1,6,1,2,0,,,Match Report
2014-2015,2014-08-23,Sat,Premier League,Matchweek 2,Home,W 2–0,Chelsea,Leicester City,Y,,63,0,0,0,0,6,0,0,0,3,1,1,6,1,0,0,,,Match Report
2014-2015,2014-08-30,Sat,Premier League,Matchweek 3,Away,W 6–3,Chelsea,Everton,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2014-2015,2014-09-03,Wed,Friendlies (M),Friendlies (M),Home,L 2–4,de Germany,ar Argentina,Y,AM,57,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-07,Sun,Euro Qualifying,Group stage,Home,W 2–1,de Germany,sco Scotland,Y,AM,83,0,0,0,0,4,0,0,0,3,1,0,0,1,0,0,0,0,Match Report
2014-2015,2014-09-13,Sat,Premier League,Matchweek 4,Home,W 4–2,Chelsea,Swansea City,Y,,45,0,0,0,0,1,0,0,0,1,1,0,3,2,0,0,,,Match Report
2014-2015,2014-09-21,Sun,Premier League,Matchweek 5,Away,D 1–1,Chelsea,Manchester City,N,,28,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,,,Match Report
2014-2015,2014-09-24,Wed,League Cup,Third round,Home,W 2–1,Chelsea,Bolton,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-09-27,Sat,Premier League,Matchweek 6,Home,W 3–0,Chelsea,Aston Villa,N,,23,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,,,Match Report
2014-2015,2014-09-30,Tue,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,pt Sporting CP,Y,,58,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-10-05,Sun,Premier League,Matchweek 7,Home,W 2–0,Chelsea,Arsenal,Y,,68,0,0,0,0,0,0,1,0,1,1,1,3,2,1,0,,,Match Report
2014-2015,2014-10-11,Sat,Euro Qualifying,Group stage,Away,L 0–2,de Germany,pl Poland,Y,AM,76,0,0,0,0,3,2,0,0,1,0,0,4,2,0,0,0,0,Match Report
2014-2015,2014-10-26,Sun,Premier League,Matchweek 9,Away,D 1–1,Chelsea,Manchester Utd,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report
2014-2015,2014-10-28,Tue,League Cup,Fourth round,Away,W 2–1,Chelsea,Shrewsbury,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-01,Sat,Premier League,Matchweek 10,Home,W 2–1,Chelsea,QPR,N,,13,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,,Match Report
2014-2015,2014-11-05,Wed,Champions Lg,Group stage,Away,D 1–1,eng Chelsea,si NK Maribor,Y,,45,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-11-22,Sat,Premier League,Matchweek 12,Home,W 2–0,Chelsea,West Brom,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
